weekday,hour,tweet_length,mentions_count,urls_count,photos_count,hashtags_count,quote_url_count,video_count,retweets_count,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive
Monday,11,56,2,2,2,2,,0,1,1,1,1,1,0,1,0,0,2,0
Monday,4,206,2,2,2,15,,0,1,1,0,0,1,2,2,0,2,3,4
Thursday,20,197,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,2
Wednesday,15,89,2,2,2,2,,0,1,1,0,1,0,0,0,0,1,2,1
Friday,16,231,2,2,2,2,,0,1,0,0,0,0,3,0,0,2,0,3
Friday,19,96,2,2,2,2,,0,1,0,1,1,0,2,0,1,1,0,3
Sunday,10,56,2,2,102,2,,1,1,0,1,0,0,1,0,1,0,0,1
Friday,5,277,2,2,2,2,,0,1,0,1,0,0,0,0,0,0,1,0
Saturday,19,49,2,2,2,2,,0,1,1,0,1,1,0,1,0,1,1,1
Tuesday,13,65,2,2,2,2,,0,1,1,0,1,1,0,1,0,1,1,1
Tuesday,7,193,2,2,2,2,,0,1,1,2,1,4,0,2,3,2,3,2
Thursday,7,76,2,2,2,2,51.0,0,1,0,1,0,0,1,0,0,0,0,1
Wednesday,21,274,2,2,2,2,51.0,0,1,0,0,0,0,1,1,0,0,0,3
Tuesday,13,93,2,2,2,2,,0,1,0,0,0,0,1,0,0,0,0,1
Sunday,22,119,2,2,51,2,,1,1,0,0,1,0,0,0,0,1,1,1
Friday,19,148,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Saturday,15,76,2,2,2,2,,0,1,0,0,0,0,1,0,0,0,0,1
Friday,5,109,2,2,2,2,,1,1,0,1,0,0,1,1,1,0,1,1
Friday,13,69,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Thursday,19,187,2,2,2,2,,0,1,1,0,0,1,0,0,1,0,2,0
Wednesday,2,126,2,27,2,2,,0,1,1,0,0,0,1,0,0,0,1,1
Tuesday,1,70,2,2,2,2,,1,1,0,0,0,0,0,0,0,0,0,0
Monday,21,96,2,2,2,2,,1,1,0,1,0,0,0,0,0,0,0,0
Thursday,3,91,2,2,51,2,,1,1,0,1,0,0,0,0,0,0,0,2
Wednesday,20,278,2,2,2,2,,0,1,0,2,0,0,2,0,2,2,0,3
Thursday,21,279,2,2,2,2,,0,1,1,0,0,1,1,0,0,1,1,2
Thursday,7,130,2,2,2,2,53.0,0,1,2,1,0,1,1,2,0,1,2,1
Thursday,4,36,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Sunday,21,226,2,2,2,46,,0,1,0,0,0,0,2,0,1,0,0,5
Wednesday,23,126,2,27,2,2,,0,1,1,0,0,0,1,0,0,0,1,1
Wednesday,4,222,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,1
Tuesday,15,279,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Tuesday,9,129,2,2,2,2,55.0,0,1,2,1,1,1,2,1,0,1,2,2
Tuesday,7,148,2,2,2,2,,0,1,0,0,0,0,0,1,0,0,2,0
Monday,16,273,2,2,2,2,,0,1,0,1,0,0,1,0,1,1,0,1
Sunday,21,56,2,2,2,2,,0,1,0,0,0,0,0,0,0,1,0,0
Thursday,14,196,2,2,204,22,,1,1,0,1,0,2,2,0,0,1,0,4
Sunday,12,166,2,2,102,2,,1,1,1,0,1,1,0,1,1,0,2,0
Thursday,15,57,2,2,51,2,,1,1,0,0,0,1,0,1,0,0,1,0
Saturday,20,253,2,2,2,2,,0,1,3,2,2,1,2,3,0,2,5,2
Wednesday,2,41,2,2,2,2,,0,1,2,0,2,2,0,2,0,1,3,2
Saturday,23,302,2,2,51,2,,1,1,2,0,2,2,0,1,0,0,2,1
Friday,1,57,2,2,2,2,,0,1,0,1,0,0,0,0,0,0,0,0
Thursday,19,198,2,2,2,2,,0,1,0,1,0,0,1,1,0,1,0,1
Wednesday,14,245,2,89,2,2,,0,1,0,1,0,1,1,0,0,0,2,1
Sunday,19,72,2,2,2,2,,1,1,0,0,0,0,0,0,0,1,0,1
Saturday,13,234,73,2,51,2,,1,1,0,1,0,0,2,0,0,1,0,4
Thursday,6,82,2,2,102,2,,1,1,0,1,0,1,0,1,0,0,1,0
Monday,15,277,2,2,2,2,,0,1,0,0,0,0,1,0,0,0,0,2
Tuesday,17,279,2,2,2,2,,0,1,0,1,0,0,1,1,0,1,0,2
Sunday,21,123,2,2,2,2,,0,1,0,0,0,1,0,1,0,0,1,1
Saturday,5,214,2,2,2,2,,0,1,0,1,0,0,1,1,1,1,1,2
Wednesday,16,261,2,2,2,2,,0,1,0,2,0,0,2,1,1,2,0,3
Wednesday,14,240,2,2,2,2,,0,1,1,2,0,0,3,0,1,3,0,3
Wednesday,9,141,2,2,51,2,,1,1,0,0,1,0,1,0,0,0,2,1
Friday,23,124,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Wednesday,17,270,2,2,2,2,,0,1,0,1,0,0,0,0,0,1,0,1
Wednesday,21,44,2,33,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Wednesday,21,137,2,2,2,2,,0,1,0,0,0,0,1,0,0,0,0,2
Thursday,19,211,2,2,2,2,,0,1,1,1,1,0,2,0,1,2,0,2
Thursday,1,42,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,1,1
Tuesday,7,280,154,2,2,2,,0,1,1,2,1,2,2,1,0,2,2,4
Sunday,12,298,2,2,102,2,,1,1,1,4,1,1,0,1,2,0,2,2
Tuesday,0,36,2,2,2,2,,0,1,0,2,0,0,2,0,0,2,0,2
Monday,2,36,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Saturday,22,267,2,2,2,2,,0,1,4,2,3,2,3,2,0,2,4,3
Saturday,19,94,2,2,2,2,,0,1,0,0,0,0,0,0,0,1,0,1
Tuesday,20,40,2,2,2,2,,1,1,0,0,0,0,0,0,0,0,0,0
Friday,1,15,2,2,2,2,,0,1,0,0,0,0,1,0,0,0,0,1
Thursday,20,268,2,2,2,17,,0,1,2,0,2,3,1,1,0,1,4,1
Thursday,13,218,73,2,51,2,,1,1,0,1,0,0,2,0,1,2,0,2
Monday,9,280,2,2,2,2,,0,1,5,2,2,6,2,2,2,0,6,2
Thursday,18,255,77,2,2,2,,0,1,0,0,0,0,2,0,0,0,0,3
Sunday,14,299,2,2,2,2,,1,1,0,2,0,1,4,2,2,1,3,4
Monday,16,42,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Sunday,19,246,2,2,2,2,,0,1,0,0,1,0,0,1,0,0,1,0
Saturday,17,63,2,2,2,2,55.0,0,1,0,1,0,0,1,0,0,1,0,2
Friday,10,210,2,2,2,2,,0,1,0,0,0,0,1,0,0,1,0,1
Friday,21,282,2,2,2,14,55.0,0,1,3,1,2,3,1,2,1,0,3,1
Friday,3,281,2,87,2,2,,0,1,2,1,1,1,1,0,1,0,2,2
Friday,2,224,2,2,2,2,,0,1,0,1,0,1,1,1,0,1,1,1
Wednesday,0,49,2,2,2,2,62.0,0,1,0,0,0,0,0,0,0,0,0,0
Friday,0,189,2,2,2,2,,1,1,0,1,1,0,2,0,1,0,1,2
Thursday,21,35,2,2,2,2,,0,1,1,0,1,1,0,1,0,0,1,0
Monday,4,41,2,2,2,2,,0,1,0,0,0,0,1,0,0,1,0,1
Wednesday,23,230,2,2,2,2,,0,1,1,2,1,1,1,1,2,2,2,3
Monday,10,81,2,2,2,2,,0,1,0,1,0,0,1,0,0,0,1,1
Tuesday,23,174,2,2,2,2,,0,1,0,0,0,0,2,1,0,1,1,3
Saturday,19,80,2,67,2,2,,0,1,0,1,0,0,0,0,0,0,0,2
Saturday,1,75,2,67,2,2,,0,1,0,0,0,0,0,0,0,0,0,1
Friday,6,130,2,2,51,2,,1,1,0,0,0,0,1,0,0,0,0,2
Thursday,17,119,2,2,51,2,,1,1,0,0,0,0,0,0,0,0,0,1
Monday,13,268,2,2,2,2,61.0,0,1,0,3,0,0,1,0,0,2,0,4
Friday,19,130,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Wednesday,17,280,2,2,2,2,,0,1,0,2,2,0,2,0,0,3,2,3
Thursday,2,140,2,2,2,2,,0,1,0,0,0,0,1,0,0,1,0,1
Saturday,16,284,2,2,2,2,,0,1,0,1,0,0,1,0,0,0,0,1
Thursday,16,72,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Monday,16,112,2,2,2,2,,0,1,0,1,0,0,1,0,1,1,0,1
Monday,14,121,2,2,2,2,,0,1,0,1,0,0,1,0,0,1,0,2
Monday,13,198,2,2,2,2,,0,1,0,2,0,1,2,1,0,1,0,2
Monday,3,106,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Monday,1,69,2,2,51,2,,1,1,0,0,0,0,0,0,0,0,0,0
Monday,1,80,2,2,2,2,53.0,0,1,0,1,0,0,1,0,0,1,0,1
Monday,22,166,2,2,2,2,,0,1,2,1,1,2,1,2,1,1,2,1
Monday,18,73,2,2,2,2,53.0,0,1,0,0,0,0,0,1,0,0,1,0
Friday,9,90,2,2,2,2,51.0,0,1,1,2,1,1,1,1,1,1,2,3
Monday,1,79,2,2,2,2,,1,1,0,0,1,1,0,0,0,0,1,0
Friday,4,170,2,2,2,2,,0,1,0,1,0,1,2,1,0,2,1,3
Thursday,8,67,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,1
Tuesday,14,96,2,2,2,2,59.0,0,1,0,2,0,0,2,0,0,2,0,2
Thursday,5,38,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Wednesday,9,102,2,2,2,2,57.0,0,1,0,0,0,0,0,0,0,0,0,1
Saturday,0,132,2,2,2,2,,0,1,0,0,0,1,1,1,1,1,2,1
Wednesday,20,155,2,2,2,2,,0,1,1,1,1,1,0,1,0,0,1,0
Wednesday,11,238,2,2,102,2,,1,1,1,2,1,1,1,1,1,0,2,4
Wednesday,9,119,2,2,2,2,54.0,0,1,2,1,2,2,1,2,1,1,3,2
Wednesday,7,57,2,2,51,2,,1,1,0,2,0,0,0,0,0,0,0,0
Tuesday,2,279,2,2,2,2,,0,1,1,1,0,1,2,1,0,2,2,5
Sunday,4,127,2,2,51,2,,1,1,0,0,0,0,1,0,0,0,0,1
Sunday,8,82,2,2,102,2,,1,1,1,1,0,0,1,1,1,1,1,1
Tuesday,23,60,2,2,51,2,,1,1,0,1,0,0,2,0,0,1,0,2
Sunday,4,96,2,2,2,2,,0,1,0,0,0,0,0,0,0,1,0,1
Sunday,4,62,2,2,2,2,,0,1,1,0,1,0,0,0,0,2,1,1
Saturday,18,279,2,2,2,2,,0,1,0,1,1,0,2,0,0,0,2,3
Friday,20,217,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Saturday,13,166,2,65,2,2,,0,1,0,1,0,0,1,0,0,1,0,1
Saturday,7,256,2,67,2,7,,0,1,0,0,0,0,1,0,1,0,0,1
Wednesday,2,19,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Saturday,4,68,2,2,2,2,,1,1,0,0,0,0,0,0,0,0,0,0
Saturday,3,36,2,2,2,2,,0,1,0,0,0,1,1,0,0,0,0,1
Wednesday,7,35,2,2,2,2,,0,1,1,0,1,1,0,1,0,0,1,0
Thursday,21,280,2,138,2,2,,0,1,5,2,0,3,3,4,1,2,5,5
Monday,14,75,2,2,2,2,,0,1,0,0,0,0,1,0,0,0,0,1
Tuesday,18,196,2,2,51,2,,1,1,0,0,0,0,0,0,0,1,1,1
Sunday,17,62,2,2,2,2,54.0,0,1,0,0,0,0,1,0,0,0,0,1
Tuesday,9,261,2,2,2,2,,0,1,1,2,0,0,2,0,1,0,1,3
Monday,14,142,2,2,2,2,,0,1,1,1,0,0,2,1,1,2,1,4
Monday,3,276,2,2,2,2,,0,1,0,0,0,0,1,0,0,2,0,4
Sunday,1,41,2,2,51,2,,1,1,0,0,0,0,0,0,0,0,0,0
Friday,23,68,2,2,51,2,,1,1,0,0,0,0,0,0,0,0,0,0
Friday,22,111,146,2,2,32,,1,1,0,0,0,0,1,0,0,1,0,1
Thursday,5,237,2,2,2,2,,0,1,0,2,0,0,3,0,1,3,0,6
Tuesday,15,95,2,2,2,2,54.0,0,1,0,0,0,0,0,0,0,1,0,1
Tuesday,19,38,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Tuesday,18,172,2,110,51,2,,1,1,0,0,0,0,0,0,0,1,0,1
Sunday,20,244,2,2,2,2,59.0,0,1,0,0,0,0,1,0,0,0,0,6
Sunday,16,126,2,2,2,2,59.0,0,1,1,0,1,1,0,1,0,0,1,0
Friday,14,59,2,2,2,2,,0,1,1,0,1,1,0,1,0,0,1,0
Thursday,12,96,2,2,102,2,,1,1,0,0,0,0,0,0,0,0,0,0
Friday,13,146,2,2,2,2,,0,1,0,0,0,0,0,0,0,1,1,1
Saturday,13,152,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,1,0
Thursday,10,300,2,2,51,2,,1,1,1,1,0,0,0,0,1,2,1,1
Thursday,17,98,2,2,102,2,,1,1,0,0,0,0,0,0,0,0,0,0
Friday,23,137,2,2,2,2,,0,1,0,0,0,1,2,2,0,2,3,2
Sunday,15,210,2,2,2,2,,0,1,0,0,0,0,1,0,0,1,3,1
Saturday,19,243,2,2,204,2,,1,1,0,1,0,0,2,0,1,1,0,2
Wednesday,15,223,2,2,2,25,,0,1,1,1,1,3,2,1,1,4,3,4
Wednesday,22,84,2,64,2,2,60.0,0,1,1,1,1,0,1,0,1,1,0,1
Wednesday,13,251,2,2,2,2,,0,1,0,0,0,0,0,1,0,0,1,0
Saturday,15,246,2,54,2,2,50.0,0,1,0,0,1,1,1,0,0,0,1,1
Sunday,19,229,2,2,2,2,,0,1,0,1,2,1,1,1,1,2,2,1
Tuesday,3,53,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Saturday,2,43,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Friday,20,85,2,64,2,2,60.0,0,1,1,0,1,1,0,1,1,0,1,1
Saturday,2,275,2,2,2,2,,0,1,0,2,1,0,2,0,1,2,0,3
Friday,15,241,2,2,2,29,,1,1,0,1,0,0,2,0,0,2,0,3
Wednesday,14,205,2,2,51,2,,1,1,0,1,1,0,1,0,1,1,1,1
Monday,4,217,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Monday,19,52,2,2,2,2,,1,1,0,0,0,0,0,0,0,0,0,1
Wednesday,19,130,2,53,2,2,49.0,0,1,0,1,0,1,0,1,0,0,1,0
Friday,0,58,2,2,51,2,,1,1,0,0,0,0,0,0,0,0,0,0
Tuesday,3,115,2,2,2,2,,0,1,0,0,0,1,0,0,0,0,1,1
Saturday,19,273,2,2,2,2,,0,1,1,2,1,2,1,1,1,1,2,3
Sunday,21,251,2,2,2,2,,0,1,0,0,1,0,0,1,0,0,1,0
Tuesday,16,50,2,2,51,2,,1,1,0,0,0,0,0,0,0,0,0,0
Saturday,15,280,2,2,2,2,,0,1,0,1,0,0,1,0,0,2,0,3
Monday,9,90,2,2,51,2,,1,1,0,0,0,0,0,0,0,0,0,2
Thursday,20,263,2,2,2,2,,0,1,2,1,1,2,0,1,0,3,1,2
Tuesday,17,60,2,2,102,2,,1,1,0,0,0,0,0,0,0,0,0,0
Tuesday,19,191,2,2,2,2,,0,1,2,2,2,3,1,2,1,0,3,2
Monday,19,23,2,2,2,2,,0,1,0,0,0,0,1,0,0,0,0,1
Thursday,1,53,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Wednesday,2,175,2,2,2,2,,0,1,0,1,0,0,2,0,2,1,1,2
Monday,17,208,2,2,2,2,,0,1,1,0,1,1,1,0,1,1,1,1
Sunday,16,73,2,2,51,2,,1,1,1,0,0,1,0,1,0,0,1,0
Friday,16,303,2,2,51,2,,1,1,0,1,1,1,0,0,0,1,1,1
Thursday,6,98,2,2,2,2,,1,1,0,1,0,0,1,0,0,0,0,1
Thursday,2,88,2,2,2,2,,0,1,0,0,0,0,2,0,1,1,0,2
Sunday,9,191,2,2,51,10,,1,1,0,1,0,0,1,0,0,1,0,1
Saturday,1,109,2,2,51,2,,1,1,0,0,0,0,1,0,0,0,0,1
Wednesday,21,94,2,2,51,2,,1,1,0,0,0,0,1,0,0,0,0,2
Monday,18,80,2,65,2,2,1.0,0,1,2,0,2,1,0,1,0,0,2,0
Sunday,19,98,2,66,2,2,,0,1,0,1,0,0,1,0,1,0,0,1
Monday,21,105,2,60,2,2,56.0,0,1,0,0,0,0,0,0,0,0,1,0
Monday,2,88,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Wednesday,6,116,2,2,51,2,,1,1,0,1,0,0,1,0,1,0,1,1
Friday,20,158,2,2,102,2,,1,1,0,1,0,0,0,0,0,1,0,1
Wednesday,22,58,2,65,2,2,61.0,0,1,0,0,0,0,0,0,0,0,0,0
Wednesday,21,54,2,2,51,2,,1,1,1,0,1,2,0,1,1,0,1,0
Wednesday,2,60,2,2,204,2,,1,1,0,0,0,0,1,0,0,0,0,1
Wednesday,16,140,2,2,2,2,,0,1,1,2,0,1,0,0,1,1,1,4
Sunday,19,99,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,1
Thursday,19,115,2,2,2,2,,0,1,0,0,0,0,0,1,0,0,1,0
Tuesday,20,48,2,59,2,2,55.0,0,1,0,0,0,0,0,0,0,0,0,0
Monday,18,138,2,54,2,2,50.0,0,1,1,0,0,1,0,1,0,0,1,0
Monday,4,130,2,26,51,2,,1,1,1,0,1,1,0,1,0,0,1,0
Wednesday,12,76,2,62,2,2,58.0,0,1,1,0,1,1,0,1,0,0,1,0
Wednesday,20,169,2,2,153,2,,1,1,0,2,0,1,2,0,0,1,1,2
Monday,5,109,2,63,2,2,59.0,0,1,2,1,1,0,1,0,1,1,2,1
Sunday,19,77,2,60,2,2,56.0,0,1,0,1,0,0,1,0,0,0,1,1
Wednesday,18,24,2,2,2,2,,0,1,0,1,0,0,2,0,1,1,0,2
Wednesday,14,146,2,2,2,2,,0,1,1,0,1,2,1,1,1,0,2,1
Tuesday,16,71,2,2,51,2,,1,1,1,1,0,0,2,0,1,1,0,2
Monday,20,164,2,2,102,2,,1,1,0,2,0,0,1,0,1,1,0,1
Monday,20,161,2,2,51,2,,1,1,1,0,1,1,1,1,0,0,1,2
Monday,20,140,2,2,2,2,,0,1,0,0,0,0,0,0,0,1,0,0
Monday,19,118,2,54,2,2,50.0,0,1,0,0,0,0,1,0,0,0,2,1
Monday,19,142,2,54,2,2,50.0,0,1,0,1,0,0,2,0,1,3,0,3
Monday,19,104,2,24,2,2,,0,1,0,0,0,0,1,0,0,0,0,1
Tuesday,8,15,2,2,2,2,,0,1,0,0,0,0,1,0,0,0,0,1
Thursday,23,71,2,62,2,2,58.0,0,1,1,0,0,0,0,0,0,0,1,0
Friday,16,143,2,2,2,2,,0,1,0,0,0,0,0,0,1,0,0,0
Wednesday,17,58,2,2,51,2,,1,1,1,0,0,0,1,0,0,0,1,1
Friday,20,108,2,58,2,2,54.0,0,1,0,0,1,0,0,0,0,0,1,0
Thursday,22,135,2,101,2,2,,0,1,0,1,0,1,1,1,1,0,0,3
Sunday,8,130,2,2,2,2,,1,1,0,0,0,0,1,0,0,1,0,1
Tuesday,15,140,2,2,2,2,,0,1,1,1,0,1,0,1,0,0,2,1
Sunday,9,71,2,2,2,25,,0,1,0,0,0,0,0,0,0,1,0,1
Thursday,20,139,2,2,2,2,,0,1,0,1,0,0,2,0,1,1,0,3
Saturday,9,131,2,2,51,2,,1,1,0,0,0,0,1,0,0,2,0,1
Sunday,20,126,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,1
Wednesday,21,134,2,2,2,2,,0,1,0,0,0,1,0,0,0,0,1,4
Friday,18,69,2,2,2,2,,0,1,1,0,1,1,0,1,0,0,1,0
Friday,17,124,2,2,51,2,,1,1,0,3,0,0,3,0,2,2,0,3
Monday,11,139,2,2,2,2,,0,1,0,0,0,1,0,1,0,2,1,2
Wednesday,21,48,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Monday,6,123,2,2,2,25,,0,1,0,1,0,0,0,0,0,0,0,0
Saturday,16,137,2,91,51,2,,1,1,0,2,1,0,2,0,2,2,0,2
Sunday,23,140,2,2,51,2,,1,1,3,0,3,3,0,2,0,0,3,0
Wednesday,19,99,2,2,2,2,,0,1,0,1,0,0,1,0,0,2,0,3
Sunday,3,72,2,2,2,2,,0,1,0,1,0,0,0,0,0,1,1,0
Sunday,2,118,2,2,2,2,,0,1,0,0,0,0,1,0,0,0,0,2
Tuesday,13,117,2,2,2,2,,0,1,1,0,2,1,0,2,0,0,2,1
Saturday,18,140,2,26,102,8,,1,1,0,0,0,1,0,0,0,0,0,1
Wednesday,7,144,2,2,2,2,,0,1,0,1,0,0,2,0,0,1,0,3
Tuesday,8,50,2,61,2,2,57.0,0,1,0,1,1,0,1,1,1,1,0,1
Saturday,23,19,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Tuesday,21,39,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Tuesday,5,122,2,2,2,2,,0,1,1,1,1,1,0,1,0,0,1,0
Tuesday,2,39,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,1,0
Friday,6,33,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Monday,1,78,2,2,204,2,,1,1,0,0,0,0,0,0,0,0,0,0
Saturday,0,50,2,61,2,2,57.0,0,1,0,0,0,0,0,0,0,0,0,0
Friday,4,140,2,2,2,64,,0,1,0,2,0,0,2,0,0,0,1,2
Saturday,18,64,2,2,102,2,,1,1,0,0,0,0,0,0,0,0,0,0
Tuesday,22,121,2,2,2,2,,0,1,0,2,0,0,1,0,1,1,0,1
Wednesday,16,110,2,2,204,2,,1,1,0,1,0,1,2,0,0,2,0,3
Wednesday,20,79,85,2,2,55,,0,1,0,0,0,0,0,0,0,0,0,0
Wednesday,20,104,85,2,2,56,,0,1,0,0,0,0,0,0,0,0,0,0
Tuesday,19,137,2,2,2,2,,0,1,0,1,0,0,2,1,0,1,2,3
Monday,8,77,2,2,2,2,,1,1,0,0,0,0,0,0,0,0,0,1
Monday,8,113,2,2,2,2,,1,1,0,0,0,0,0,0,0,0,0,0
Sunday,18,32,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Monday,3,100,70,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Sunday,2,101,2,2,102,2,,1,1,0,0,0,0,0,0,1,0,0,0
Wednesday,23,101,2,2,102,2,,1,1,0,0,0,0,0,0,1,0,0,0
Thursday,16,122,75,64,2,18,,0,1,0,1,0,0,1,0,0,1,0,1
Thursday,0,19,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Thursday,1,116,297,2,2,2,,0,1,0,1,0,0,1,0,1,1,0,1
Friday,6,30,2,2,2,2,,0,1,1,0,0,1,0,1,0,0,1,0
Saturday,4,46,2,2,2,2,,0,1,0,0,0,0,0,0,0,1,0,0
Friday,0,41,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Monday,1,132,85,47,2,2,,0,1,0,1,0,0,0,0,1,0,0,1
Monday,1,44,2,2,2,2,,0,1,0,1,0,0,1,0,0,0,0,1
Thursday,14,124,71,38,2,2,,0,1,0,0,0,0,0,0,0,0,1,0
Sunday,1,140,2,2,51,2,,1,1,0,0,0,0,0,1,0,0,1,2
Wednesday,17,115,2,2,2,2,,0,1,1,0,0,1,0,1,1,0,1,0
Wednesday,0,125,2,2,2,2,,0,1,0,1,0,0,1,1,1,0,0,3
Monday,15,146,2,2,2,2,,0,1,0,1,0,0,0,0,0,0,0,0
Sunday,8,77,2,2,2,2,,0,1,1,0,1,1,0,1,0,0,1,0
Friday,2,93,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,1
Wednesday,5,142,2,2,51,2,,1,1,0,0,0,0,0,0,0,0,0,1
Sunday,22,45,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Thursday,3,104,2,2,2,22,,0,1,0,0,0,1,0,0,0,0,0,0
Saturday,19,123,2,2,2,2,,0,1,0,1,0,0,1,0,1,1,0,1
Thursday,15,126,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,1
Friday,1,59,2,2,2,2,,0,1,0,1,0,0,1,0,0,1,0,1
Sunday,20,62,2,2,2,23,,0,1,0,0,0,0,0,0,0,0,0,0
Wednesday,21,39,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Sunday,1,66,2,2,2,2,,0,1,0,0,0,0,0,0,1,0,1,0
Saturday,8,34,2,2,51,2,,1,1,0,1,0,0,1,0,1,1,0,1
Tuesday,20,53,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,1,0
Tuesday,14,275,2,2,2,2,,0,1,1,0,0,2,0,0,0,0,2,0
Tuesday,17,259,2,2,2,2,,0,1,1,2,1,1,1,1,2,3,1,5
Tuesday,23,99,2,2,2,2,,0,1,0,1,0,0,1,0,0,2,0,2
Monday,17,271,2,2,2,2,,0,1,2,2,0,1,2,2,1,3,2,3
Sunday,7,119,2,2,51,2,,1,1,0,0,0,0,0,0,0,0,0,1
Monday,14,277,2,2,2,2,,0,1,0,1,0,0,0,0,0,2,0,2
Friday,15,100,2,2,2,2,,0,1,0,1,0,0,1,0,1,1,0,1
Friday,4,146,2,2,2,2,,0,1,0,2,0,0,2,0,2,2,0,3
Wednesday,14,276,2,2,2,2,,0,1,0,0,0,2,0,0,0,0,1,1
Wednesday,23,77,2,2,51,2,,1,1,0,0,0,0,0,0,0,0,0,0
Thursday,9,92,2,2,51,2,,1,1,0,1,0,0,1,0,0,1,0,1
Friday,18,38,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Tuesday,1,73,2,2,2,2,62.0,0,1,0,0,0,0,0,0,0,0,0,0
Tuesday,18,145,2,2,2,2,,0,1,0,0,0,0,1,0,0,0,0,1
Wednesday,22,256,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,1
Wednesday,3,228,2,2,2,2,,0,1,1,0,1,0,1,0,0,1,2,1
Saturday,2,90,2,2,51,2,,1,1,0,0,0,0,0,0,0,0,0,0
Friday,11,33,2,2,2,2,61.0,0,1,0,0,0,0,0,0,0,0,0,1
Tuesday,15,35,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Wednesday,6,119,2,2,2,2,,0,1,0,1,1,1,0,1,0,0,1,1
Thursday,2,280,2,2,2,2,,0,1,0,0,1,1,0,0,0,2,1,1
Thursday,14,218,2,2,2,2,,0,1,0,0,0,0,0,0,1,0,0,1
Tuesday,17,93,2,2,2,2,,0,1,0,1,0,0,0,1,0,0,2,3
Tuesday,6,76,2,2,51,2,,1,1,1,0,0,0,0,0,0,0,0,0
Wednesday,1,94,2,2,2,2,,1,1,0,0,0,0,0,0,0,0,0,0
Tuesday,18,141,2,2,2,34,,1,1,0,1,0,0,0,0,0,0,0,0
Monday,21,106,2,2,2,2,,1,1,0,1,0,0,2,0,0,2,0,2
Sunday,15,273,134,2,2,2,62.0,0,1,4,5,2,2,3,0,3,3,3,4
Sunday,3,45,2,2,51,2,,1,1,0,0,0,0,0,0,0,0,0,0
Thursday,15,40,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Wednesday,6,36,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Friday,11,284,2,2,2,2,,0,1,0,1,0,0,0,0,0,0,2,0
Tuesday,23,11,2,2,2,2,60.0,0,1,0,0,0,0,0,0,0,0,0,0
Saturday,9,63,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Monday,2,283,2,2,2,11,,1,1,1,0,0,1,0,1,0,0,1,0
